district,datetime,temperature_c,wind_speed_ms,humidity,barometric_pressure,visibility_km,weather,risk_score,risk_level,primary_risk_factor,all_risk_factors,district_category,category_multiplier,infrastructure_feeders,infrastructure_substations,at_risk_assets,emergency_contact,operational_recommendations
kolar,2025-08-27 05:30:00,22.2,3.0,0.92,1.007,3.3,Overcast.,4.97,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-973-598-8024,Continue normal monitoring
kolar,2025-08-27 06:00:00,22.2,3.8,0.88,1.012,4.2,Light rain,4.79,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-880-914-9087,Continue normal monitoring
kolar,2025-08-27 08:30:00,23.0,3.0,0.89,1.008,5.3,Light rain. Low clouds.,4.77,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-983-172-6099,Continue normal monitoring
kolar,2025-08-27 11:30:00,24.9,3.7,0.82,1.008,7.0,Overcast.,4.4,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-809-417-7373,Continue normal monitoring
kolar,2025-08-27 12:00:00,25.0,4.0,0.77,1.009,6.8,Light rain,4.14,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-960-452-2642,Continue normal monitoring
kolar,2025-08-27 14:30:00,26.4,3.4,0.79,1.005,7.4,Overcast.,4.19,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-926-787-9592,Continue normal monitoring
kolar,2025-08-27 17:30:00,24.0,3.3,0.89,1.005,6.8,Overcast.,4.8,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-959-853-5833,Continue normal monitoring
kolar,2025-08-27 18:00:00,23.2,3.5,0.86,1.011,4.8,Passing clouds,4.62,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-983-821-8940,Continue normal monitoring
kolar,2025-08-27 20:30:00,23.2,3.7,0.89,1.007,4.0,Overcast.,4.84,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-943-281-2200,Continue normal monitoring
kolar,2025-08-27 23:30:00,22.9,3.2,0.9,1.008,4.0,Overcast.,4.85,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-885-187-2080,Continue normal monitoring
kolar,2025-08-28 00:00:00,22.0,2.8,0.92,1.011,4.2,Passing clouds,4.95,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-886-556-3033,Continue normal monitoring
kolar,2025-08-28 02:30:00,23.5,2.5,0.91,1.005,4.0,Low clouds.,4.86,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-863-749-5936,Continue normal monitoring
kolar,2025-08-28 05:30:00,22.7,3.0,0.91,1.006,3.2,Overcast.,4.9,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-807-867-3252,Continue normal monitoring
kolar,2025-08-28 06:00:00,22.2,3.8,0.88,1.012,4.2,Light rain,4.79,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-884-322-8631,Continue normal monitoring
kolar,2025-08-28 08:30:00,23.1,2.9,0.9,1.007,6.8,Overcast.,4.83,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-820-391-5913,Continue normal monitoring
kolar,2025-08-28 11:30:00,25.1,3.0,0.83,1.006,6.4,Overcast.,4.38,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-977-297-8979,Continue normal monitoring
kolar,2025-08-28 12:00:00,25.2,3.2,0.77,1.009,6.8,Light rain,4.05,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-831-667-8056,Continue normal monitoring
kolar,2025-08-28 14:30:00,25.2,2.4,0.86,1.004,5.1,Light rain. Low clouds.,4.52,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-825-723-3753,Continue normal monitoring
kolar,2025-08-28 17:30:00,24.3,2.6,0.87,1.004,5.3,Light rain. Overcast.,4.6,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-853-803-3523,Continue normal monitoring
kolar,2025-08-28 18:00:00,23.2,3.0,0.87,1.012,4.8,Passing clouds,4.64,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-938-403-4029,Continue normal monitoring
kolar,2025-08-28 20:30:00,23.6,2.2,0.91,1.006,3.5,Drizzle. Low clouds.,4.84,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-943-891-5095,Continue normal monitoring
kolar,2025-08-28 23:30:00,23.6,2.6,0.92,1.007,4.0,Passing clouds.,4.94,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-842-469-5368,Continue normal monitoring
kolar,2025-08-29 00:00:00,21.8,4.2,0.92,1.01,4.0,Light rain. Fog.,5.11,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-896-776-7641,Deploy emergency crews • Pre-position equipment
kolar,2025-08-29 02:30:00,22.7,3.1,0.93,1.006,3.5,Overcast.,5.05,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-947-100-4115,Deploy emergency crews • Pre-position equipment
kolar,2025-08-29 05:30:00,22.4,2.7,0.94,1.006,3.5,Passing clouds.,5.09,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-911-690-5903,Deploy emergency crews • Pre-position equipment
kolar,2025-08-29 06:00:00,23.0,4.5,0.85,1.012,4.5,Light rain,4.68,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-802-925-6378,Continue normal monitoring
kolar,2025-08-29 08:30:00,23.0,3.1,0.9,1.008,7.4,Low clouds.,4.84,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-890-743-9920,Continue normal monitoring
kolar,2025-08-29 11:30:00,25.4,3.4,0.83,1.006,7.1,Partly sunny.,4.42,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-821-867-1906,Continue normal monitoring
kolar,2025-08-29 12:00:00,26.0,4.0,0.73,1.009,7.0,Light rain,3.93,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-837-550-2556,Continue normal monitoring
kolar,2025-08-29 14:30:00,26.8,5.4,0.76,1.005,6.7,Partly sunny.,4.29,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-920-222-4628,Continue normal monitoring
kolar,2025-08-29 17:30:00,25.7,3.4,0.79,1.005,6.9,Overcast.,4.19,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-880-920-9939,Continue normal monitoring
kolar,2025-08-29 18:00:00,24.0,3.0,0.84,1.011,5.0,Passing clouds,4.44,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-972-764-1385,Continue normal monitoring
kolar,2025-08-29 20:30:00,23.7,2.4,0.87,1.008,3.3,Overcast.,4.58,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-999-798-9754,Continue normal monitoring
kolar,2025-08-29 23:30:00,23.8,2.3,0.88,1.009,3.5,Overcast.,4.64,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-905-987-4543,Continue normal monitoring
kolar,2025-08-30 00:00:00,22.2,2.5,0.92,1.011,4.8,Passing clouds,4.93,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-852-721-8911,Continue normal monitoring
kolar,2025-08-30 02:30:00,22.9,3.2,0.88,1.007,4.0,Overcast.,4.72,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-817-114-1239,Continue normal monitoring
kolar,2025-08-30 05:30:00,23.1,2.3,0.91,1.008,3.5,Overcast.,4.84,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-873-655-6469,Continue normal monitoring
kolar,2025-08-30 06:00:00,23.2,4.2,0.85,1.013,7.8,Partly sunny,4.64,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-846-676-2322,Continue normal monitoring
kolar,2025-08-30 08:30:00,24.4,3.4,0.89,1.009,5.7,Overcast.,4.81,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-909-410-2984,Continue normal monitoring
kolar,2025-08-30 11:30:00,27.2,4.2,0.78,1.008,7.9,Partly sunny.,4.22,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-995-680-4654,Continue normal monitoring
kolar,2025-08-30 12:00:00,27.8,6.0,0.68,1.01,9.2,Partly sunny,4.0,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-957-503-1966,Continue normal monitoring
kolar,2025-08-30 14:30:00,28.4,4.1,0.7,1.006,7.9,Overcast.,3.79,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-915-234-3617,Continue normal monitoring
kolar,2025-08-30 17:30:00,26.4,4.1,0.76,1.007,6.9,Partly sunny.,4.1,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-824-479-3744,Continue normal monitoring
kolar,2025-08-30 18:00:00,25.0,2.8,0.8,1.012,6.2,Passing clouds,4.18,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-866-586-1662,Continue normal monitoring
kolar,2025-08-30 20:30:00,24.7,2.6,0.82,1.009,4.0,Overcast.,4.29,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-975-523-4719,Continue normal monitoring
kolar,2025-08-30 23:30:00,23.9,2.8,0.86,1.01,4.0,Overcast.,4.55,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-806-564-9468,Continue normal monitoring
kolar,2025-08-31 00:00:00,22.8,2.8,0.91,1.01,4.5,Passing clouds,4.88,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-876-691-4518,Continue normal monitoring
kolar,2025-08-31 02:30:00,23.2,2.5,0.87,1.008,4.0,Overcast.,4.59,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-837-912-9805,Continue normal monitoring
kolar,2025-08-31 05:30:00,23.1,2.9,0.88,1.009,3.5,Overcast.,4.69,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-945-297-7034,Continue normal monitoring
kolar,2025-08-31 06:00:00,23.5,3.8,0.85,1.012,7.5,Partly sunny,4.59,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-808-394-5275,Continue normal monitoring
kolar,2025-08-31 08:30:00,24.1,3.1,0.87,1.01,7.4,Overcast.,4.65,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-831-433-1471,Continue normal monitoring
kolar,2025-08-31 11:30:00,26.7,4.1,0.76,1.009,7.9,Partly sunny.,4.1,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-980-321-6143,Continue normal monitoring
kolar,2025-08-31 12:00:00,27.0,5.2,0.7,1.01,9.0,Partly sunny,3.95,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-932-603-1485,Continue normal monitoring
kolar,2025-08-31 14:30:00,26.9,3.6,0.78,1.007,7.4,Overcast.,4.15,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-983-474-8990,Continue normal monitoring
kolar,2025-08-31 17:30:00,26.5,4.6,0.78,1.006,7.4,Overcast.,4.28,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-890-495-6858,Continue normal monitoring
kolar,2025-08-31 18:00:00,24.2,3.8,0.84,1.012,6.0,Passing clouds,4.53,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-926-903-6094,Continue normal monitoring
kolar,2025-08-31 20:30:00,24.8,3.5,0.88,1.008,4.0,Overcast.,4.75,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-866-321-6479,Continue normal monitoring
kolar,2025-08-31 23:30:00,24.1,3.1,0.89,1.009,4.0,Passing clouds.,4.78,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-944-997-2976,Continue normal monitoring
kolar,2025-09-01 00:00:00,22.8,3.8,0.92,1.011,4.5,Passing clouds,5.06,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-970-681-9092,Deploy emergency crews • Pre-position equipment
kolar,2025-09-01 02:30:00,23.3,3.7,0.91,1.007,4.0,Overcast.,4.98,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-872-308-3095,Continue normal monitoring
kolar,2025-09-01 05:30:00,22.8,2.7,0.91,1.007,4.0,Overcast.,4.88,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-969-237-3267,Continue normal monitoring
kolar,2025-09-01 06:00:00,23.2,5.2,0.85,1.013,7.5,Partly sunny,4.79,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-888-902-8832,Continue normal monitoring
kolar,2025-09-01 08:30:00,23.9,3.0,0.9,1.008,7.9,Overcast.,4.83,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-916-171-1304,Continue normal monitoring
kolar,2025-09-01 11:30:00,26.6,5.4,0.77,1.007,7.4,Overcast.,4.35,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-965-939-4165,Continue normal monitoring
kolar,2025-09-01 12:00:00,26.8,6.0,0.69,1.01,9.0,Partly sunny,4.05,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-958-976-1224,Continue normal monitoring
kolar,2025-09-01 14:30:00,27.4,4.9,0.72,1.005,7.4,Overcast.,4.0,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-983-314-1297,Continue normal monitoring
kolar,2025-09-01 17:30:00,26.4,4.7,0.76,1.005,7.3,Overcast.,4.18,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-899-363-7487,Continue normal monitoring
kolar,2025-09-01 18:00:00,24.8,3.8,0.84,1.011,6.0,Passing clouds,4.53,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-979-175-6067,Continue normal monitoring
kolar,2025-09-01 20:30:00,24.3,3.5,0.86,1.007,4.0,Passing clouds.,4.62,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-900-604-3076,Continue normal monitoring
kolar,2025-09-01 23:30:00,24.2,4.0,0.87,1.008,4.0,Overcast.,4.75,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-956-984-5127,Continue normal monitoring
kolar,2025-09-02 00:00:00,22.5,3.8,0.93,1.01,4.5,Passing clouds,5.13,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-818-779-7342,Deploy emergency crews • Pre-position equipment
kolar,2025-09-02 02:30:00,23.3,4.0,0.89,1.006,4.0,Overcast.,4.88,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-964-574-1360,Continue normal monitoring
kolar,2025-09-02 05:30:00,22.2,4.3,0.89,1.005,4.0,Overcast.,4.92,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-972-408-8565,Continue normal monitoring
kolar,2025-09-02 06:00:00,23.2,4.8,0.88,1.012,7.5,Partly sunny,4.92,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-844-117-7159,Continue normal monitoring
kolar,2025-09-02 08:30:00,24.0,3.3,0.88,1.007,7.9,Overcast.,4.73,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-963-601-7299,Continue normal monitoring
kolar,2025-09-02 11:30:00,26.6,4.8,0.78,1.007,7.4,Overcast.,4.31,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-873-177-2634,Continue normal monitoring
kolar,2025-09-02 12:00:00,26.0,6.2,0.75,1.009,8.0,Broken clouds,4.39,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-889-287-4019,Continue normal monitoring
kolar,2025-09-02 14:30:00,27.0,5.1,0.76,1.005,7.4,Overcast.,4.24,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-914-340-6661,Continue normal monitoring
kolar,2025-09-02 17:30:00,24.7,4.4,0.85,1.005,5.3,Overcast.,4.67,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-979-107-4469,Continue normal monitoring
kolar,2025-09-02 18:00:00,23.5,4.2,0.86,1.011,5.5,Light rain,4.71,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-920-692-9507,Continue normal monitoring
kolar,2025-09-02 20:30:00,23.8,3.5,0.9,1.007,3.3,Overcast.,4.89,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-982-887-4801,Continue normal monitoring
kolar,2025-09-02 23:30:00,23.4,2.5,0.9,1.008,4.0,Overcast.,4.79,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-981-495-1359,Continue normal monitoring
kolar,2025-09-03 00:00:00,21.8,3.8,0.93,1.01,4.2,Passing clouds,5.13,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-860-533-5715,Deploy emergency crews • Pre-position equipment
kolar,2025-09-03 02:30:00,23.2,3.8,0.91,1.006,3.5,Overcast.,4.99,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-869-699-3850,Continue normal monitoring
kolar,2025-09-03 05:30:00,23.2,2.8,0.92,1.006,3.5,Overcast.,4.95,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-906-998-8408,Continue normal monitoring
kolar,2025-09-03 06:00:00,23.0,5.2,0.87,1.012,4.2,Light rain,4.92,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-995-895-4809,Continue normal monitoring
kolar,2025-09-03 08:30:00,23.6,3.5,0.89,1.007,7.0,Overcast.,4.82,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-813-925-4266,Continue normal monitoring
kolar,2025-09-03 11:30:00,26.2,4.4,0.79,1.007,7.4,Overcast.,4.31,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-983-638-5848,Continue normal monitoring
kolar,2025-09-03 12:00:00,26.0,4.8,0.76,1.01,6.8,Light rain,4.2,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-874-886-8311,Continue normal monitoring
kolar,2025-09-03 14:30:00,27.8,4.1,0.74,1.004,7.9,Partly sunny.,3.99,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-878-351-7590,Continue normal monitoring
kolar,2025-09-03 17:30:00,27.5,3.9,0.71,1.004,7.9,Partly sunny.,3.82,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-861-406-9109,Continue normal monitoring
kolar,2025-09-03 18:00:00,23.8,3.5,0.86,1.012,4.8,Passing clouds,4.62,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-903-726-7891,Continue normal monitoring
kolar,2025-09-03 20:30:00,24.8,3.2,0.83,1.006,4.0,Passing clouds.,4.4,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-809-453-6605,Continue normal monitoring
kolar,2025-09-03 23:30:00,23.5,2.8,0.87,1.008,4.0,Passing clouds.,4.62,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,2,+91-994-439-8764,Continue normal monitoring
kolar,2025-09-04 00:00:00,22.2,3.5,0.92,1.011,4.5,Passing clouds,5.02,High,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-866-475-1794,Deploy emergency crews • Pre-position equipment
kolar,2025-09-04 02:30:00,22.9,2.7,0.88,1.007,4.0,Overcast.,4.67,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,1,+91-982-469-2928,Continue normal monitoring
kolar,2025-09-04 05:30:00,22.5,2.8,0.89,1.007,4.0,Passing clouds.,4.75,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-811-813-1107,Continue normal monitoring
kolar,2025-09-04 06:00:00,22.2,3.5,0.88,1.013,5.5,Broken clouds,4.75,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-859-498-7329,Continue normal monitoring
kolar,2025-09-04 08:30:00,23.8,2.9,0.88,1.008,6.1,Overcast.,4.69,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-939-755-6295,Continue normal monitoring
kolar,2025-09-04 11:30:00,27.1,3.6,0.77,1.007,7.9,Overcast.,4.09,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,3,+91-967-230-8157,Continue normal monitoring
kolar,2025-09-04 12:00:00,27.2,5.2,0.69,1.01,9.0,Broken clouds,3.91,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-943-791-5785,Continue normal monitoring
kolar,2025-09-04 14:30:00,28.6,3.3,0.68,1.005,7.4,Partly sunny.,3.61,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-933-655-9096,Continue normal monitoring
kolar,2025-09-04 17:30:00,27.2,3.6,0.74,1.004,7.4,Partly sunny.,3.93,Medium,Heavy Industrial Load,"Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-805-933-5887,Continue normal monitoring
kolar,2025-09-04 18:00:00,24.8,2.8,0.82,1.012,6.0,Partly cloudy,4.3,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-915-794-9361,Continue normal monitoring
kolar,2025-09-04 20:30:00,25.1,3.5,0.83,1.007,4.0,Passing clouds.,4.43,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,5,+91-838-402-8039,Continue normal monitoring
kolar,2025-09-04 23:30:00,23.9,2.2,0.85,1.009,4.0,Overcast.,4.44,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,7,+91-826-508-8952,Continue normal monitoring
kolar,2025-09-05 00:00:00,22.8,2.0,0.93,1.012,4.5,Passing clouds,4.96,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,6,+91-999-858-2329,Continue normal monitoring
kolar,2025-09-05 02:30:00,23.2,2.5,0.88,1.007,3.5,Passing clouds.,4.66,Medium,Humidity Stress,"Humidity Stress, Heavy Industrial Load, Mining Dust",Industrial/Mining Zone,1.4,38,8,4,+91-989-288-4117,Continue normal monitoring
